fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.247787610619469,0.397260273972603,0,0.0684931506849315,0.106844741235392,0.140845070422535,0.0989399293286219,0.567547723935392,0.606299212598425,0.137724550898204,0.153846153846154,0.4
0.283185840707965,0.520547945205479,0,0.116438356164384,0.143572621035058,0.338028169014085,0.215547703180212,0.494126284875186,0.362204724409449,0.209580838323353,0.215384615384615,0.4
0.283185840707965,0.438356164383562,0.04,0.0958904109589041,0.13355592654424,0.197183098591549,0.169611307420495,0.508810572687225,0.409448818897638,0.191616766467066,0.215384615384615,0.4
0.584070796460177,0.10958904109589,0.56,0.0684931506849315,0.105175292153589,0.225352112676056,0.190812720848057,0.582232011747431,0.330708661417323,0.149700598802395,0.215384615384615,0.6
0.247787610619469,0.397260273972603,0,0.0684931506849315,0.106844741235392,0.140845070422535,0.0989399293286219,0.567547723935392,0.606299212598425,0.137724550898204,0.153846153846154,0.4
0.247787610619469,0.36986301369863,0,0.0616438356164384,0.105175292153589,0.169014084507042,0.120141342756184,0.567547723935392,0.606299212598425,0.137724550898204,0.153846153846154,0.4
0.292035398230089,0.328767123287671,0.06,0.0479452054794521,0.0951585976627713,0.197183098591549,0.187279151943463,0.464757709251099,0.440944881889764,0.0778443113772455,0.153846153846154,0.4
0.238938053097345,0.363013698630137,0,0.0205479452054794,0.0884808013355593,0.197183098591549,0.0530035335689046,0.332599118942735,0.511811023622047,0.0838323353293413,0.246153846153846,0.8
0.283185840707965,0.315068493150685,0.02,0.0753424657534247,0.101836393989983,0.112676056338028,0.0424028268551237,0.494126284875186,0.488188976377953,0.143712574850299,0.169230769230769,0.8
0.256637168141593,0.26027397260274,0.36,0.356164383561644,0.0984974958263773,0.225352112676056,0.339222614840989,0.567547723935392,0.480314960629921,0.281437125748503,0.323076923076923,0.4
0.185840707964602,0.315068493150685,0.08,0.0616438356164384,0.141903171953255,0.197183098591549,0.208480565371025,0.428046989721,0.425196850393701,0.125748502994012,0.123076923076923,0.4
0.256637168141593,0.26027397260274,0.36,0.356164383561644,0.0984974958263773,0.225352112676056,0.339222614840989,0.567547723935392,0.480314960629921,0.281437125748503,0.323076923076923,0.4
0.0884955752212389,0.339041095890411,0,0.0479452054794521,0.128547579298831,0.211267605633803,0.187279151943463,0.310572687224667,0.661417322834646,0.11377245508982,0.230769230769231,0.4
0.283185840707965,0.335616438356164,0.29,0.0479452054794521,0.170283806343907,0.112676056338028,0.0812720848056537,0.538179148311304,0.409448818897638,0.736526946107784,0.107692307692308,0.4
0.380530973451327,0.342465753424658,0.18,0.198630136986301,0.273789649415693,0.71830985915493,0.491166077738516,0.626284875183558,0.330708661417323,0.32934131736527,0.123076923076923,0.4
0.380530973451327,0.342465753424658,0.19,0.205479452054795,0.263772954924875,0.704225352112676,0.501766784452297,0.626284875183558,0.338582677165354,0.359281437125749,0.123076923076923,0.4
0.345132743362832,0.10958904109589,0.56,0.0616438356164384,0.13355592654424,0.47887323943662,0.342756183745583,0.501468428781206,0.440944881889764,0.251497005988024,0.323076923076923,0.8
0.309734513274336,0.301369863013699,0.28,0.0547945205479452,0.59432387312187,0.211267605633803,0.176678445229682,0.494126284875186,0.291338582677165,0.568862275449102,0.138461538461539,0.4
0.247787610619469,0.321917808219178,0.08,0.23972602739726,0.123539232053422,0.0704225352112676,0.0812720848056537,0.538179148311304,0.503937007874016,0.101796407185629,0.0923076923076923,0.2
0.292035398230089,0.136986301369863,0.51,0.0616438356164384,0.549248747913189,0.225352112676056,0.176678445229682,0.501468428781206,0.236220472440945,0.449101796407186,0.123076923076923,0.6
0.380530973451327,0.0684931506849315,0.48,0.0616438356164384,0.108514190317195,0.394366197183099,0.190812720848057,0.494126284875186,0.511811023622047,0.119760479041916,0.153846153846154,0.6
0.265486725663717,0.184931506849315,0.31,0.0958904109589041,0.11686143572621,0.309859154929577,0.229681978798587,0.596916299559471,0.614173228346457,0.191616766467066,0.2,0.4
0.292035398230089,0.212328767123288,0.21,0.0479452054794521,0.156928213689482,0.126760563380282,0.109540636042403,0.479441997063146,0.338582677165354,0.347305389221557,0.169230769230769,0.4
0.345132743362832,0.253424657534247,0.11,0.0958904109589041,0.120200333889816,0.112676056338028,0.215547703180212,0.494126284875186,0.338582677165354,0.119760479041916,0.153846153846154,0.4
0.20353982300885,0.191780821917808,0.14,0.102739726027397,0.121869782971619,0.28169014084507,0.120141342756184,0.494126284875186,0.543307086614173,0.179640718562874,0.2,0.6
0.150442477876106,0.184931506849315,0.16,0.0342465753424657,0.113522537562604,0.140845070422535,0.0600706713780919,0.398678414096921,0.47244094488189,0.137724550898204,0.138461538461539,0.4
0.265486725663717,0.198630136986301,0.24,0.0616438356164384,0.113522537562604,0.0422535211267606,0.0176678445229682,0.450073421439059,0.425196850393701,0.155688622754491,0.169230769230769,0.4
0.292035398230089,0.212328767123288,0.21,0.0479452054794521,0.156928213689482,0.126760563380282,0.109540636042403,0.479441997063146,0.338582677165354,0.347305389221557,0.169230769230769,0.4
0.221238938053097,0.404109589041096,0,0.0684931506849315,0.113522537562604,0.183098591549296,0.102473498233216,0.523494860499265,0.574803149606299,0.131736526946108,0.153846153846154,0.4
0.283185840707965,0.35958904109589,0,0.0753424657534247,0.11686143572621,0.0985915492957746,0.0353356890459364,0.464757709251099,0.503937007874016,0.155688622754491,0.215384615384615,0.6
0.185840707964602,0.38013698630137,0.07,0.102739726027397,0.128547579298831,0.225352112676056,0.268551236749117,0.42070484581498,0.480314960629921,0.125748502994012,0.261538461538461,0.4
0.20353982300885,0.386986301369863,0,0.10958904109589,0.155258764607679,0.295774647887324,0.109540636042403,0.479441997063146,0.566929133858268,0.143712574850299,0.338461538461538,0.6
0.327433628318584,0.366438356164384,0.12,0.0958904109589041,0.118530884808013,0.197183098591549,0.378091872791519,0.479441997063146,0.338582677165354,0.197604790419162,0.215384615384615,0.4
0.20353982300885,0.332191780821918,0.12,0.671232876712329,0.101836393989983,0.549295774647887,0.27208480565371,0.677679882525696,0.559055118110236,0.11377245508982,0.153846153846154,0.6
0.0530973451327434,0.136986301369863,0.25,0.0616438356164384,0.151919866444073,0.169014084507042,0.15547703180212,0.41336270190896,0.503937007874016,0.131736526946108,0.123076923076923,0.4
0.283185840707965,0.35958904109589,0,0.315068493150685,0.123539232053422,0.0563380281690141,0.0424028268551237,0.626284875183558,0.519685039370079,0.131736526946108,0.184615384615385,0.6
0.283185840707965,0.328767123287671,0.14,0.102739726027397,0.123539232053422,0.028169014084507,0.0318021201413428,0.545521292217332,0.535433070866142,0.161676646706587,0.369230769230769,0.6
0.309734513274336,0.178082191780822,0.28,0.0821917808219178,0.0901502504173623,0.169014084507042,0.0848056537102474,0.494126284875186,0.385826771653543,0.239520958083832,0.2,0.8
0.0973451327433629,0.691780821917808,0.09,0.0410958904109589,0.267111853088481,0.0845070422535211,0.0459363957597173,0.288546255506608,0.598425196850394,0.0898203592814371,0.215384615384615,0.2
0.238938053097345,0.226027397260274,0.36,0.342465753424658,0.103505843071786,0.154929577464789,0.286219081272085,0.567547723935392,0.464566929133858,0.29940119760479,0.323076923076923,0.4
0.238938053097345,0.226027397260274,0.36,0.342465753424658,0.103505843071786,0.154929577464789,0.286219081272085,0.567547723935392,0.464566929133858,0.29940119760479,0.323076923076923,0.4
0.371681415929204,0.335616438356164,0.3,0.13013698630137,0.126878130217028,0.225352112676056,0.141342756183746,0.552863436123352,0.409448818897638,0.107784431137725,0.138461538461539,0.2
0.256637168141593,0.253424657534247,0.2,0.116438356164384,0.534223706176962,0.0985915492957746,0.0282685512367491,0.494126284875186,0.37007874015748,0.341317365269461,0.323076923076923,0.6
0.309734513274336,0.36986301369863,0.22,0.089041095890411,0.0951585976627713,0.112676056338028,0.0600706713780919,0.494126284875186,0.440944881889764,0.520958083832335,0.292307692307692,0.4
0.194690265486726,0.376712328767123,0.02,0.0616438356164384,0.0634390651085142,0.0563380281690141,0.0176678445229682,0.450073421439059,0.582677165354331,0.11377245508982,0.169230769230769,0.4
0,0.273972602739726,0.15,0.0821917808219178,0.0701168614357262,0.0985915492957746,0.208480565371025,0.244493392070481,0.913385826771654,0.137724550898204,0.723076923076923,0.2
0.274336283185841,0.558219178082192,0.43,0.089041095890411,0.170283806343907,0.295774647887324,0.381625441696113,0.508810572687225,0.401574803149606,0.239520958083832,0.123076923076923,0.4
0.36283185840708,0.116438356164384,0.52,0.0479452054794521,0.168614357262104,0.154929577464789,0.109540636042403,0.501468428781206,0.401574803149606,0.149700598802395,0.169230769230769,0.4
0.15929203539823,0.191780821917808,0.23,0.0479452054794521,0.0901502504173623,0.0563380281690141,0.0212014134275618,0.42070484581498,0.47244094488189,0.137724550898204,0.123076923076923,0.4
0.0884955752212389,0.13013698630137,0.37,0.0342465753424657,0.103505843071786,0.154929577464789,0.318021201413428,0.391336270190893,0.456692913385827,0.149700598802395,0.123076923076923,0.4
0.371681415929204,0.36986301369863,0.26,0.0547945205479452,0.103505843071786,0.0422535211267606,0.0600706713780919,0.516152716593245,0.322834645669291,0.245508982035928,0.123076923076923,0.4
0.176991150442478,0.273972602739726,0.04,0.089041095890411,0.0951585976627713,0.0985915492957746,0.0318021201413428,0.40602055800294,0.519685039370079,0.179640718562874,0.153846153846154,0.6
0.176991150442478,0.26027397260274,0.04,0.0821917808219178,0.0934891485809683,0.0704225352112676,0.0282685512367491,0.398678414096921,0.511811023622047,0.18562874251497,0.153846153846154,0.6
0.353982300884956,0.178082191780822,0.36,0.143835616438356,0.115191986644407,0.408450704225352,0.399293286219081,0.508810572687225,0.362204724409449,0.137724550898204,0.153846153846154,0.4
0.265486725663717,0.267123287671233,0.15,0.13013698630137,0.163606010016695,0.450704225352113,0.236749116607774,0.398678414096921,0.338582677165354,0.179640718562874,0.276923076923077,0.6
0.274336283185841,0.342465753424658,0.04,0.198630136986301,0.120200333889816,0.338028169014085,0.137809187279152,0.567547723935392,0.47244094488189,0.119760479041916,0.169230769230769,0.4
0.495575221238938,0.205479452054795,0.57,0.171232876712329,0.0968280467445743,0.0422535211267606,0.0141342756183746,0.516152716593245,0.236220472440945,0.179640718562874,0.184615384615385,0.4
0.256637168141593,0.349315068493151,0.12,0.287671232876712,0.165275459098498,0.690140845070423,0.367491166077739,0.604258443465491,0.409448818897638,0.263473053892216,0.153846153846154,0.4
0.283185840707965,0.321917808219178,0.18,0.0958904109589041,0.106844741235392,0.225352112676056,0.169611307420495,0.545521292217332,0.543307086614173,0.155688622754491,0.246153846153846,0.4
0.238938053097345,0.184931506849315,0.31,0.102739726027397,0.103505843071786,0.112676056338028,0.141342756183746,0.450073421439059,0.52755905511811,0.125748502994012,0.153846153846154,0.6
0.371681415929204,0.191780821917808,0.4,0.089041095890411,0.111853088480801,0.253521126760563,0.162544169611307,0.582232011747431,0.551181102362205,0.18562874251497,0.123076923076923,0.4
0.274336283185841,0.39041095890411,0.49,0.0616438356164384,0.17195325542571,0.267605633802817,0.374558303886926,0.494126284875186,0.37007874015748,0.227544910179641,0.138461538461539,0.4
0.256637168141593,0.273972602739726,0.16,0.0684931506849315,0.121869782971619,0.154929577464789,0.102473498233216,0.494126284875186,0.503937007874016,0.173652694610778,0.169230769230769,0.8
0.212389380530973,0.421232876712329,0.05,0.0753424657534247,0.115191986644407,0.169014084507042,0.169611307420495,0.479441997063146,0.511811023622047,0.143712574850299,0.215384615384615,0.4
