Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight
0,0.558282208588957,0.584,0.184466019417476,0.193451260820474,0.000150873655913979,0.175652173913043,0.000149253731343284
0,0.000429447852760736,0.424,0.000174757281553398,0.0000848701543093715,0.0000668682795698925,0.0000843478260869565,0.0000696517412935324
1,0.000650306748466258,0.000672,0.262135922330097,0.254798645088446,0.000172379032258065,0.000246086956521739,0.000208955223880597
0,0.000539877300613497,0.584,0.242718446601942,0.194203989461799,0.000144825268817204,0.198260869565217,0.154228855721393
2,0.000404907975460123,0.408,0.000155339805825243,0.0771546857357922,0.0000601478494623656,0.000068695652173913,0.054726368159204
2,0.521472392638037,0.00048,0.184466019417476,0.000132292058712834,0.094758064516129,0.000134782608695652,0.000119402985074627
1,0.000650306748466258,0.664,0.00029126213592233,0.000292623259315017,0.159274193548387,0.000246086956521739,0.000328358208955224
1,0.668711656441718,0.68,0.242718446601942,0.289047798268724,0.19758064516129,0.00026,0.000258706467661692
0,0.582822085889571,0.000592,0.242718446601942,0.000191757621377493,0.000145497311827957,0.000195652173913043,0.164179104477612
1,0.000674846625766871,0.000704,0.00029126213592233,0.000336657884832518,0.00021135752688172,0.262608695652174,0.000318407960199005
1,0.644171779141104,0.000608,0.000271844660194175,0.000228264960481746,0.130376344086022,0.000256521739130435,0.000208955223880597
0,0.00052760736196319,0.00056,0.000213592233009709,0.152803914188935,0.000112567204301075,0.140869565217391,0.134328358208955
0,0.000601226993865031,0.000608,0.262135922330097,0.00020380127963869,0.00014616935483871,0.165217391304348,0.000189054726368159
1,0.656441717791411,0.648,0.281553398058252,0.000257621377493414,0.000183131720430108,0.297391304347826,0.203980099502488
1,0.000576687116564417,0.568,0.000194174757281553,0.000178961234474972,0.000112567204301075,0.00014,0.18407960199005
0,0.000613496932515337,0.00064,0.000252427184466019,0.000250094091080166,0.173387096774194,0.231304347826087,0.000238805970149254
2,0.43558282208589,0.000448,0.16504854368932,0.000109333835152428,0.0638440860215054,0.000068695652173913,0.114427860696517
1,0.000539877300613497,0.000544,0.000194174757281553,0.169740308618743,0.126344086021505,0.151304347826087,0.000129353233830846
0,0.447852760736196,0.472,0.000155339805825243,0.0000961610839292435,0.0651881720430108,0.0747826086956522,0.0000995024875621891
0,0.000552147239263804,0.000512,0.000194174757281553,0.143394806172375,0.000114583333333333,0.130434782608696,0.114427860696517
0,0.43558282208589,0.000448,0.184466019417476,0.0000923974407226195,0.0000641801075268817,0.107826086956522,0.0746268656716418
2,0.000466257668711656,0.44,0.000194174757281553,0.0000848701543093715,0.0000537634408602151,0.0852173913043478,0.0845771144278607
1,0.693251533742331,0.000704,0.300970873786408,0.000353594279262326,0.000287298387096774,0.372173913043478,0.00026865671641791
1,0.000674846625766871,0.664,0.262135922330097,0.000287354158825743,0.213709677419355,0.000365217391304348,0.000199004975124378
1,0.754601226993865,0.000768,0.320388349514563,0.000437147158449379,0.344758064516129,0.523478260869565,0.303482587064677
1,0.000687116564417178,0.000704,0.000271844660194175,0.000349454271735039,0.000257056451612903,0.32695652173913,0.000298507462686567
1,0.000711656441717791,0.00072,0.359223300970874,0.00037467068121942,0.000265120967741936,0.47304347826087,0.283582089552239
0,0.000723926380368098,0.712,0.000271844660194175,0.350395182536696,0.239247311827957,0.40695652173913,0.000278606965174129
0,0.742331288343558,0.76,0.000349514563106796,0.000352465186300339,0.264784946236559,0.380869565217391,0.293532338308458
0,0.705521472392638,0.68,0.000271844660194175,0.000324990590891983,0.264112903225806,0.394782608695652,0.000199004975124378
0,0.000711656441717791,0.000752,0.320388349514563,0.000375423409860745,0.000264448924731183,0.420869565217391,0.000328358208955224
1,0.000834355828220859,0.000896,0.320388349514563,0.616861121565676,0.000406922043010753,0.000487826086956522,0.00045771144278607
0,0.815950920245399,0.84,0.320388349514563,0.503575461046293,0.000370631720430108,0.000621739130434783,0.000348258706467662
1,0.000834355828220859,0.00088,0.339805825242718,0.676703048550997,0.547715053763441,0.000682608695652174,0.45273631840796
1,0.865030674846626,0.00088,0.000388349514563107,0.000643394806172375,0.425403225806452,0.000715652173913043,0.000487562189054726
0,0.570552147239264,0.568,0.203883495145631,0.000180466691757621,0.15255376344086,0.215652173913043,0.124378109452736
1,0.000662576687116564,0.76,0.300970873786408,0.458035378246142,0.000356518817204301,0.000534782608695652,0.000338308457711443
1,0.000552147239263804,0.568,0.203883495145631,0.000196650357546105,0.159274193548387,0.000202608695652174,0.144278606965174
1,0.705521472392638,0.712,0.262135922330097,0.3323296951449,0.256048387096774,0.000353913043478261,0.000258706467661692
0,0.43558282208589,0.000464,0.000174757281553398,0.000123259315016936,0.0900537634408602,0.149565217391304,0.0000895522388059701
1,0.000552147239263804,0.536,0.203883495145631,0.159954836281521,0.000125336021505376,0.158260869565217,0.114427860696517
1,0.000674846625766871,0.68,0.262135922330097,0.000320474219044035,0.243279569892473,0.340869565217391,0.00026865671641791
2,0.000294478527607362,0.28,0.087378640776699,0.0000263455024463681,0.0000211693548387097,0.0000408695652173913,0.0000199004975124378
2,0.251533742331288,0.00024,0.106796116504854,0.0158073014678209,0.0000171370967741935,0.0260869565217391,0.0119402985074627
2,0.000257668711656442,0.00024,0.0000970873786407767,0.0158073014678209,0.000011760752688172,0.0000217391304347826,0.0149253731343284
2,0.000478527607361963,0.472,0.184466019417476,0.0764019570944674,0.0000588037634408602,0.0782608695652174,0.0746268656716418
0,0.000576687116564417,0.000592,0.000233009708737864,0.000218103123823861,0.196908602150538,0.394782608695652,0.000139303482587065
1,0.00056441717791411,0.6,0.000233009708737864,0.000173315769665036,0.000119287634408602,0.000191304347826087,0.000149253731343284
2,0.398773006134969,0.392,0.000135922330097087,0.0605946556266466,0.000050739247311828,0.0000443478260869565,0.0447761194029851
1,0.644171779141104,0.68,0.000310679611650485,0.000314452389913436,0.000238239247311828,0.000371304347826087,0.243781094527363
2,0.000638036809815951,0.000656,0.000233009708737864,0.223936770794129,0.000160282258064516,0.19304347826087,0.000189054726368159
0,0.00049079754601227,0.000512,0.184466019417476,0.114038389160708,0.0000897177419354839,0.000104347826086957,0.0000995024875621891
0,0.595092024539877,0.000576,0.000252427184466019,0.00020380127963869,0.000174395161290323,0.16695652173913,0.000159203980099502
1,0.000576687116564417,0.000576,0.000233009708737864,0.000179713963116297,0.000141465053763441,0.000183478260869565,0.000149253731343284
0,0.496932515337423,0.000496,0.000194174757281553,0.144900263455024,0.116263440860215,0.000159130434782609,0.000109452736318408
1,0.000613496932515337,0.00064,0.000271844660194175,0.000248964998118178,0.000172379032258065,0.000305217391304348,0.000218905472636816
0,0.54601226993865,0.00056,0.000233009708737864,0.000166541211893113,0.129032258064516,0.000166086956521739,0.134328358208955
0,0.000576687116564417,0.616,0.262135922330097,0.000221866767030486,0.000185819892473118,0.000208695652173913,0.000169154228855721
2,0.300613496932515,0.000304,0.000116504854368932,0.0323673315769665,0.0282258064516129,0.0243478260869565,0.0248756218905473
1,0.619631901840491,0.00064,0.242718446601942,0.21942039894618,0.165322580645161,0.000226086956521739,0.174129353233831
0,0.000552147239263804,0.552,0.203883495145631,0.000154873917952578,0.000120967741935484,0.000195652173913043,0.134328358208955
0,0.619631901840491,0.648,0.000213592233009709,0.235227700414001,0.20497311827957,0.000278260869565217,0.174129353233831
1,0.000650306748466258,0.000656,0.000252427184466019,0.000262137749341362,0.202956989247312,0.000336521739130435,0.000199004975124378
0,0.521472392638037,0.52,0.184466019417476,0.000142453895370719,0.000114583333333333,0.000139130434782609,0.0000995024875621891
0,0.000638036809815951,0.00064,0.000233009708737864,0.000218291305984193,0.157258064516129,0.000228695652173913,0.18407960199005
0,0.582822085889571,0.568,0.000233009708737864,0.000180654873917953,0.157258064516129,0.000176521739130435,0.134328358208955
1,0.693251533742331,0.000704,0.000310679611650485,0.344373353406097,0.237903225806452,0.000336521739130435,0.000318407960199005
1,0.730061349693252,0.792,0.359223300970874,0.483628152051186,0.279569892473118,0.389565217391304,0.482587064676617
1,0.582822085889571,0.000624,0.000233009708737864,0.000199661272111404,0.000143481182795699,0.000200869565217391,0.000169154228855721
2,0.000380368098159509,0.376,0.000135922330097087,0.0568310124200226,0.0423387096774194,0.0000704347826086957,0.0447761194029851
0,0.680981595092024,0.68,0.000252427184466019,0.00028848325178773,0.17741935483871,0.292173913043478,0.27363184079602
1,0.00049079754601227,0.000512,0.000213592233009709,0.132856605193828,0.0000944220430107527,0.000171304347826087,0.0000995024875621891
1,0.730061349693252,0.76,0.000330097087378641,0.469326307866014,0.00032258064516129,0.391304347826087,0.422885572139304
0,0.000699386503067485,0.000768,0.339805825242718,0.445991719984945,0.318548387096774,0.453913043478261,0.000378109452736318
1,0.742331288343558,0.00072,0.378640776699029,0.413248024087317,0.323252688172043,0.000503478260869565,0.313432835820896
1,0.000736196319018405,0.76,0.00029126213592233,0.000379187053067369,0.000297379032258065,0.384347826086957,0.000278606965174129
0,0.730061349693252,0.76,0.000271844660194175,0.355287918705307,0.000243615591397849,0.328695652173913,0.313432835820896
1,0.000736196319018405,0.000752,0.00029126213592233,0.347007903650734,0.243951612903226,0.337391304347826,0.303482587064677
1,0.680981595092024,0.68,0.000271844660194175,0.296575084681972,0.189516129032258,0.000277391304347826,0.283582089552239
1,0.754601226993865,0.76,0.000330097087378641,0.000414941663530297,0.000315524193548387,0.000409565217391304,0.343283582089552
1,0.705521472392638,0.712,0.000271844660194175,0.35415882574332,0.000258400537634409,0.438260869565217,0.283582089552239
0,0.000760736196319018,0.000816,0.339805825242718,0.607828377869778,0.000343077956989247,0.333913043478261,0.671641791044776
1,0.000638036809815951,0.68,0.320388349514563,0.000372036130974784,0.266129032258065,0.391304347826087,0.000318407960199005
0,0.730061349693252,0.76,0.000310679611650485,0.000495859992472714,0.274193548387097,0.40695652173913,0.000577114427860697
0,0.000711656441717791,0.00072,0.000271844660194175,0.381257056831012,0.000255376344086022,0.375652173913043,0.000358208955223881
1,0.000699386503067485,0.744,0.000349514563106796,0.48739179525781,0.227822580645161,0.00038695652173913,0.000437810945273632
0,0.766871165644172,0.744,0.000271844660194175,0.449755363191569,0.000324260752688172,0.356521739130435,0.000398009950248756
0,0.000687116564417178,0.000704,0.000310679611650485,0.000325366955212646,0.000222110215053763,0.000360869565217391,0.000258706467661692
1,0.00056441717791411,0.568,0.000252427184466019,0.194580353782461,0.000148185483870968,0.198260869565217,0.164179104477612
1,0.705521472392638,0.00072,0.000310679611650485,0.000367896123447497,0.000210685483870968,0.401739130434783,0.000328358208955224
0,0.693251533742331,0.68,0.262135922330097,0.000305419646217539,0.229166666666667,0.000291304347826087,0.253731343283582
0,0.680981595092024,0.000704,0.00029126213592233,0.284155062100113,0.206317204301075,0.000265217391304348,0.000258706467661692
0,0.730061349693252,0.744,0.339805825242718,0.419646217538577,0.000269825268817204,0.441739130434783,0.000388059701492537
1,0.766871165644172,0.792,0.320388349514563,0.47497177267595,0.340725806451613,0.55304347826087,0.000388059701492537
0,0.852760736196319,0.000896,0.000368932038834951,0.562288295069627,0.395161290322581,0.000595652173913043,0.482587064676617
0,0.815950920245399,0.856,0.378640776699029,0.604441098983816,0.000386760752688172,0.674782608695652,0.000477611940298507
0,0.656441717791411,0.696,0.00029126213592233,0.272864132480241,0.180779569892473,0.000240869565217391,0.000248756218905473
0,0.000576687116564417,0.6,0.000252427184466019,0.196838539706436,0.143817204301075,0.229565217391304,0.144278606965174
0,0.000576687116564417,0.000592,0.000252427184466019,0.000196650357546105,0.13508064516129,0.231304347826087,0.164179104477612
1,0.582822085889571,0.6,0.242718446601942,0.000217726759503199,0.000186491935483871,0.147826086956522,0.154228855721393
2,0.000441717791411043,0.424,0.184466019417476,0.0000871283402333459,0.0705645161290323,0.08,0.0746268656716418
0,0.000674846625766871,0.696,0.281553398058252,0.317275122318404,0.220430107526882,0.00033304347826087,0.253731343283582
0,0.000650306748466258,0.696,0.000310679611650485,0.3323296951449,0.212365591397849,0.285217391304348,0.333333333333333
0,0.000650306748466258,0.664,0.000271844660194175,0.272487768159578,0.00020866935483871,0.000291304347826087,0.203980099502488
0,0.742331288343558,0.000752,0.000310679611650485,0.000441663530297328,0.000334341397849462,0.000418260869565217,0.343283582089552
1,0.000638036809815951,0.000656,0.300970873786408,0.273616861121566,0.195564516129032,0.000319130434782609,0.233830845771144
1,0.668711656441718,0.000688,0.320388349514563,0.301844185171246,0.000197244623655914,0.318260869565217,0.000278606965174129
1,0.000613496932515337,0.00064,0.242718446601942,0.000251223184042153,0.175403225806452,0.000228695652173913,0.000218905472636816
1,0.000625766871165644,0.000624,0.262135922330097,0.000238426797139631,0.155241935483871,0.311304347826087,0.000199004975124378
